Filename,Baseline,BaselineType,TopMargin,TopMarginType,LetterSize,LetterSizeType,LineSpacing,LineSpacingType,WordSpacing,WordSpacingType,PenPressure,PenPressureType,SlantAngle,SlantAngleType
f07-013.png,1,ASCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,1,SMALL,2,MEDIUM,1,A LITTLE OR MODERATELY RECLINED
k04-142.png,0,DESCENDING,1,NARROW,2,MEDIUM,0,BIG,2,MEDIUM,2,MEDIUM,5,STRAIGHT
b01-118.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,2,MEDIUM,4,EXTREMELY INCLINED
e04-000.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,5,STRAIGHT
g06-026k.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,1,A LITTLE OR MODERATELY RECLINED
n06-082.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,6,IRREGULAR
c03-000c.png,0,DESCENDING,1,NARROW,2,MEDIUM,0,BIG,0,BIG,1,LIGHT,5,STRAIGHT
b04-047.png,0,DESCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,1,SMALL,0,HEAVY,6,IRREGULAR
a04-096.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,2,A LITTLE INCLINED
g06-042m.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,3,MODERATELY INCLINED
a02-042.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,1,SMALL,2,MEDIUM,2,A LITTLE INCLINED
g01-037.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,0,HEAVY,3,MODERATELY INCLINED
d04-089.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,5,STRAIGHT
a01-030u.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,6,IRREGULAR
e04-026.png,1,ASCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,2,MEDIUM,2,A LITTLE INCLINED
g06-045a.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,3,MODERATELY INCLINED
a02-078.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,5,STRAIGHT
d06-091.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,6,IRREGULAR
g06-031e.png,2,STRAIGHT,1,NARROW,2,MEDIUM,0,BIG,1,SMALL,0,HEAVY,5,STRAIGHT
g06-047p.png,2,STRAIGHT,1,NARROW,2,MEDIUM,0,BIG,1,SMALL,1,LIGHT,5,STRAIGHT
g01-070.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,5,STRAIGHT
n04-100.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,2,A LITTLE INCLINED
g06-050f.png,0,DESCENDING,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,1,A LITTLE OR MODERATELY RECLINED
n06-133.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,6,IRREGULAR
b06-032.png,2,STRAIGHT,1,NARROW,2,MEDIUM,0,BIG,2,MEDIUM,1,LIGHT,4,EXTREMELY INCLINED
a01-014.png,0,DESCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,1,LIGHT,5,STRAIGHT
b06-004.png,2,STRAIGHT,0,MEDIUM OR BIGGER,2,MEDIUM,0,BIG,2,MEDIUM,1,LIGHT,5,STRAIGHT
g06-042h.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,5,STRAIGHT
g06-011g.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,1,SMALL,2,MEDIUM,2,A LITTLE INCLINED
p03-029.png,2,STRAIGHT,0,MEDIUM OR BIGGER,2,MEDIUM,2,MEDIUM,0,BIG,1,LIGHT,6,IRREGULAR
n02-045.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,1,SMALL,1,LIGHT,3,MODERATELY INCLINED
d01-085.png,2,STRAIGHT,0,MEDIUM OR BIGGER,0,BIG,2,MEDIUM,1,SMALL,2,MEDIUM,1,A LITTLE OR MODERATELY RECLINED
f04-049.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,1,SMALL,2,MEDIUM,6,IRREGULAR
f02-036.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,2,A LITTLE INCLINED
a01-020.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,3,MODERATELY INCLINED
c03-003e.png,2,STRAIGHT,1,NARROW,2,MEDIUM,0,BIG,1,SMALL,1,LIGHT,5,STRAIGHT
l04-093.png,2,STRAIGHT,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,5,STRAIGHT
m04-200.png,2,STRAIGHT,0,MEDIUM OR BIGGER,2,MEDIUM,2,MEDIUM,2,MEDIUM,2,MEDIUM,2,A LITTLE INCLINED
a01-102u.png,1,ASCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,6,IRREGULAR
g06-018r.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,1,SMALL,2,MEDIUM,1,A LITTLE OR MODERATELY RECLINED
c04-017.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,1,A LITTLE OR MODERATELY RECLINED
g01-067.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,2,MEDIUM,2,A LITTLE INCLINED
c03-094c.png,0,DESCENDING,1,NARROW,2,MEDIUM,0,BIG,2,MEDIUM,1,LIGHT,6,IRREGULAR
k04-156.png,0,DESCENDING,0,MEDIUM OR BIGGER,2,MEDIUM,0,BIG,2,MEDIUM,1,LIGHT,6,IRREGULAR
d03-112.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,6,IRREGULAR
m02-072.png,2,STRAIGHT,1,NARROW,0,BIG,0,BIG,1,SMALL,2,MEDIUM,3,MODERATELY INCLINED
r03-002.png,0,DESCENDING,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,0,BIG,1,LIGHT,6,IRREGULAR
c02-059.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,5,STRAIGHT
g06-018e.png,0,DESCENDING,1,NARROW,2,MEDIUM,0,BIG,2,MEDIUM,0,HEAVY,6,IRREGULAR
k02-062.png,0,DESCENDING,1,NARROW,0,BIG,1,SMALL,1,SMALL,2,MEDIUM,2,A LITTLE INCLINED
n01-057.png,2,STRAIGHT,1,NARROW,2,MEDIUM,0,BIG,2,MEDIUM,1,LIGHT,4,EXTREMELY INCLINED
e04-052.png,0,DESCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,1,SMALL,2,MEDIUM,3,MODERATELY INCLINED
j04-111.png,2,STRAIGHT,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,6,IRREGULAR
g06-045e.png,0,DESCENDING,1,NARROW,1,SMALL,2,MEDIUM,1,SMALL,0,HEAVY,6,IRREGULAR
b06-079.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,4,EXTREMELY INCLINED
a05-053.png,2,STRAIGHT,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,0,BIG,1,LIGHT,5,STRAIGHT
d06-027.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,4,EXTREMELY INCLINED
a01-053.png,2,STRAIGHT,1,NARROW,0,BIG,1,SMALL,1,SMALL,0,HEAVY,4,EXTREMELY INCLINED
a02-102.png,0,DESCENDING,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,0,BIG,1,LIGHT,2,A LITTLE INCLINED
d04-101.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,1,SMALL,1,LIGHT,1,A LITTLE OR MODERATELY RECLINED
a03-037.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,1,SMALL,1,LIGHT,1,A LITTLE OR MODERATELY RECLINED
g06-037p.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,1,SMALL,1,LIGHT,5,STRAIGHT
c06-005.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,0,BIG,1,LIGHT,2,A LITTLE INCLINED
h04-025.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,1,SMALL,1,LIGHT,6,IRREGULAR
d04-081.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,6,IRREGULAR
l01-119.png,0,DESCENDING,1,NARROW,2,MEDIUM,0,BIG,1,SMALL,1,LIGHT,2,A LITTLE INCLINED
p02-139.png,0,DESCENDING,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,0,BIG,1,LIGHT,5,STRAIGHT
c03-021f.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,1,SMALL,1,LIGHT,6,IRREGULAR
e06-046.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,2,A LITTLE INCLINED
h01-030.png,1,ASCENDING,1,NARROW,0,BIG,2,MEDIUM,2,MEDIUM,0,HEAVY,6,IRREGULAR
c03-081b.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,4,EXTREMELY INCLINED
f07-081b.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,1,SMALL,1,LIGHT,5,STRAIGHT
f04-007.png,1,ASCENDING,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,2,A LITTLE INCLINED
e06-006.png,0,DESCENDING,1,NARROW,2,MEDIUM,0,BIG,2,MEDIUM,1,LIGHT,1,A LITTLE OR MODERATELY RECLINED
a04-085.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,6,IRREGULAR
b01-079.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,5,STRAIGHT
f07-009.png,0,DESCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,1,SMALL,2,MEDIUM,3,MODERATELY INCLINED
c03-096f.png,2,STRAIGHT,1,NARROW,2,MEDIUM,0,BIG,0,BIG,1,LIGHT,6,IRREGULAR
b02-105.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,4,EXTREMELY INCLINED
g01-008.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,0,HEAVY,5,STRAIGHT
c04-134.png,0,DESCENDING,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,2,A LITTLE INCLINED
j06-000.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,5,STRAIGHT
e06-003.png,0,DESCENDING,1,NARROW,0,BIG,1,SMALL,1,SMALL,1,LIGHT,4,EXTREMELY INCLINED
g06-018l.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,5,STRAIGHT
a02-124.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,2,A LITTLE INCLINED
g06-045n.png,2,STRAIGHT,1,NARROW,2,MEDIUM,0,BIG,2,MEDIUM,1,LIGHT,4,EXTREMELY INCLINED
a01-117u.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,2,MEDIUM,6,IRREGULAR
a04-006.png,0,DESCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,1,SMALL,2,MEDIUM,1,A LITTLE OR MODERATELY RECLINED
p02-027.png,0,DESCENDING,1,NARROW,1,SMALL,2,MEDIUM,1,SMALL,1,LIGHT,6,IRREGULAR
c06-000.png,1,ASCENDING,1,NARROW,2,MEDIUM,0,BIG,0,BIG,1,LIGHT,4,EXTREMELY INCLINED
r06-066.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,1,LIGHT,2,A LITTLE INCLINED
n01-045.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,2,MEDIUM,3,MODERATELY INCLINED
a06-119.png,0,DESCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,1,SMALL,1,LIGHT,5,STRAIGHT
n02-146.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,1,SMALL,1,LIGHT,6,IRREGULAR
g06-037f.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,0,EXTREMELY RECLINED
a04-010.png,0,DESCENDING,1,NARROW,0,BIG,2,MEDIUM,1,SMALL,2,MEDIUM,1,A LITTLE OR MODERATELY RECLINED
c02-030.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,3,MODERATELY INCLINED
m04-019.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,2,A LITTLE INCLINED
n02-028.png,1,ASCENDING,1,NARROW,1,SMALL,2,MEDIUM,2,MEDIUM,1,LIGHT,6,IRREGULAR
f07-024b.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,1,SMALL,1,LIGHT,5,STRAIGHT
c06-106.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,5,STRAIGHT
f04-068.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,6,IRREGULAR
b03-114.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,2,A LITTLE INCLINED
d04-053.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,6,IRREGULAR
l04-020.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,5,STRAIGHT
f07-092a.png,1,ASCENDING,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,5,STRAIGHT
l04-130.png,1,ASCENDING,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,3,MODERATELY INCLINED
g03-043.png,0,DESCENDING,1,NARROW,0,BIG,1,SMALL,1,SMALL,2,MEDIUM,4,EXTREMELY INCLINED
h06-000.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,6,IRREGULAR
g06-037c.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,0,BIG,2,MEDIUM,6,IRREGULAR
h06-079.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,2,A LITTLE INCLINED
r02-038.png,0,DESCENDING,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,5,STRAIGHT
h07-060b.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,1,LIGHT,2,A LITTLE INCLINED
c06-100.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,3,MODERATELY INCLINED
c04-080.png,0,DESCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,1,LIGHT,6,IRREGULAR
a06-141.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,6,IRREGULAR
r06-115.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,5,STRAIGHT
h04-052.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,5,STRAIGHT
f04-064.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,2,MEDIUM,2,A LITTLE INCLINED
p03-151.png,2,STRAIGHT,1,NARROW,2,MEDIUM,0,BIG,2,MEDIUM,2,MEDIUM,2,A LITTLE INCLINED
j04-115.png,0,DESCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,2,MEDIUM,6,IRREGULAR
n04-202.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,5,STRAIGHT
m02-102.png,2,STRAIGHT,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,2,A LITTLE INCLINED
a04-027.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,1,SMALL,2,MEDIUM,2,A LITTLE INCLINED
f04-020.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,1,SMALL,1,LIGHT,6,IRREGULAR
g04-003.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,3,MODERATELY INCLINED
m02-069.png,0,DESCENDING,0,MEDIUM OR BIGGER,2,MEDIUM,0,BIG,1,SMALL,1,LIGHT,4,EXTREMELY INCLINED
g07-074a.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,1,LIGHT,5,STRAIGHT
m01-115.png,1,ASCENDING,0,MEDIUM OR BIGGER,2,MEDIUM,0,BIG,2,MEDIUM,2,MEDIUM,5,STRAIGHT
f04-096.png,0,DESCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,1,LIGHT,6,IRREGULAR
l01-016.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,6,IRREGULAR
a01-128u.png,1,ASCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,6,IRREGULAR
m04-100.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,3,MODERATELY INCLINED
g03-016.png,2,STRAIGHT,1,NARROW,0,BIG,1,SMALL,1,SMALL,0,HEAVY,3,MODERATELY INCLINED
c03-087a.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,5,STRAIGHT
m04-152.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,2,A LITTLE INCLINED
e04-086.png,2,STRAIGHT,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,0,BIG,2,MEDIUM,5,STRAIGHT
g06-018h.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,6,IRREGULAR
p02-131.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,5,STRAIGHT
e02-025.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,1,A LITTLE OR MODERATELY RECLINED
g06-050i.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,5,STRAIGHT
a03-009.png,2,STRAIGHT,1,NARROW,2,MEDIUM,0,BIG,1,SMALL,2,MEDIUM,4,EXTREMELY INCLINED
g06-011m.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,5,STRAIGHT
h06-082.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,2,A LITTLE INCLINED
n04-060.png,0,DESCENDING,1,NARROW,0,BIG,2,MEDIUM,1,SMALL,2,MEDIUM,3,MODERATELY INCLINED
h04-028.png,0,DESCENDING,0,MEDIUM OR BIGGER,2,MEDIUM,2,MEDIUM,0,BIG,0,HEAVY,5,STRAIGHT
a01-122u.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,6,IRREGULAR
g06-042k.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,2,MEDIUM,5,STRAIGHT
k04-028.png,2,STRAIGHT,0,MEDIUM OR BIGGER,1,SMALL,0,BIG,0,BIG,1,LIGHT,2,A LITTLE INCLINED
p06-104.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,2,MEDIUM,3,MODERATELY INCLINED
m06-031.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,1,A LITTLE OR MODERATELY RECLINED
a03-040.png,1,ASCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,1,SMALL,2,MEDIUM,5,STRAIGHT
d01-056.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,5,STRAIGHT
c06-087.png,2,STRAIGHT,1,NARROW,2,MEDIUM,0,BIG,1,SMALL,1,LIGHT,5,STRAIGHT
g04-032.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,1,SMALL,1,LIGHT,6,IRREGULAR
r03-050.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,3,MODERATELY INCLINED
l01-173.png,0,DESCENDING,1,NARROW,2,MEDIUM,2,MEDIUM,1,SMALL,1,LIGHT,5,STRAIGHT
g06-026f.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,5,STRAIGHT
g04-060.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,1,LIGHT,1,A LITTLE OR MODERATELY RECLINED
d04-125.png,2,STRAIGHT,1,NARROW,1,SMALL,2,MEDIUM,2,MEDIUM,2,MEDIUM,1,A LITTLE OR MODERATELY RECLINED
a01-003u.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,6,IRREGULAR
j06-018.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,2,A LITTLE INCLINED
a01-003x.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,1,LIGHT,2,A LITTLE INCLINED
g06-011i.png,2,STRAIGHT,1,NARROW,1,SMALL,0,BIG,2,MEDIUM,2,MEDIUM,5,STRAIGHT
a01-063.png,2,STRAIGHT,1,NARROW,0,BIG,1,SMALL,1,SMALL,0,HEAVY,4,EXTREMELY INCLINED
a01-038.png,2,STRAIGHT,1,NARROW,2,MEDIUM,2,MEDIUM,2,MEDIUM,1,LIGHT,1,A LITTLE OR MODERATELY RECLINED
a06-157.png,0,DESCENDING,1,NARROW,1,SMALL,0,BIG,0,BIG,1,LIGHT,6,IRREGULAR
