Filename,Baseline,TopMargin,LetterSize,LineSpacing,WordSpacing,PenPressure,SlantAngle
g06-018l.png,0.16,0.0,6.0,14.6,2.66,129.0,0
a02-124.png,-0.01,0.0,10.6,4.17,1.69,129.11,15
g06-045n.png,0.11,0.69,14.4,4.07,1.97,126.24,45
a01-117u.png,-0.25,0.0,10.54,3.84,2.13,151.92,180
a04-006.png,0.31,0.0,16.9,2.6,0.89,165.87,-5
p02-027.png,0.23,0.0,12.8,3.44,0.72,136.81,180
c06-000.png,-0.53,0.89,13.5,7.2,2.06,138.65,45
r06-066.png,0.13,0.0,16.0,2.88,1.64,150.17,15
n01-045.png,0.02,0.0,13.3,3.47,1.26,152.8,30
a06-119.png,0.22,0.0,15.89,2.75,1.15,141.15,0
n02-146.png,-0.16,0.0,11.14,4.18,0.95,132.62,180
g06-037f.png,0.11,0.0,9.14,6.39,1.79,128.49,-30
a04-010.png,0.81,0.0,18.0,2.25,0.86,164.67,-15
c02-030.png,0.43,0.0,12.78,3.75,1.44,175.08,30
m04-019.png,0.13,0.0,9.25,5.38,1.58,154.77,15
n02-028.png,-0.45,0.0,12.36,3.46,1.92,134.24,180
f07-024b.png,0.03,0.0,12.8,3.71,1.19,147.86,0
c06-106.png,0.04,0.33,12.27,3.84,2.75,129.64,0
f04-068.png,0.06,0.0,8.29,5.84,1.63,132.73,180
b03-114.png,0.65,0.0,9.56,5.29,2.08,128.84,5
d04-053.png,0.19,0.0,10.7,4.25,1.47,158.13,180
l04-020.png,0.12,0.0,11.0,4.08,1.56,145.2,0
f07-092a.png,-0.31,0.0,10.55,5.05,2.04,146.31,0
l04-130.png,-0.66,2.36,9.33,6.7,1.58,129.87,30
g03-043.png,1.28,0.0,26.45,1.32,0.63,156.27,45
h06-000.png,0.12,0.0,4.88,10.59,2.0,131.58,180
g06-037c.png,0.35,0.0,9.11,7.35,2.47,152.15,180
h06-079.png,0.32,0.0,12.0,4.09,1.88,126.39,15
r02-038.png,0.86,2.73,12.83,8.1,1.27,147.19,0
h07-060b.png,-0.07,0.0,16.67,2.47,1.23,144.8,5
c06-100.png,-0.02,0.0,10.12,4.58,1.59,138.17,30
c04-080.png,0.2,1.07,15.86,3.45,1.38,141.96,180
a06-141.png,0.28,0.0,6.83,7.1,2.57,142.82,180
r06-115.png,0.2,0.0,9.64,5.24,1.67,136.54,0
h04-052.png,-0.08,0.23,8.6,5.94,2.47,131.06,0
f04-064.png,0.05,0.0,14.12,2.98,1.41,152.82,15
p03-151.png,0.04,0.0,14.12,5.17,1.54,167.73,15
j04-115.png,0.29,0.0,13.43,3.29,1.39,161.93,180
n04-202.png,0.28,0.0,10.89,4.34,1.51,138.14,0
m02-102.png,0.19,2.82,12.4,4.21,1.85,142.52,15
a04-027.png,0.16,0.0,16.0,2.62,0.78,161.38,15
f04-020.png,0.03,0.0,12.33,7.72,0.98,148.18,180
g04-003.png,0.35,0.0,8.11,6.25,2.59,134.35,30
m02-069.png,0.29,3.6,13.89,3.86,0.85,133.06,45
g07-074a.png,0.09,0.0,14.4,3.37,1.81,136.18,0
m01-115.png,-0.39,2.58,15.11,3.85,1.74,154.83,0
f04-096.png,0.51,0.0,13.45,3.41,1.41,146.28,180
l01-016.png,0.07,0.0,10.17,4.75,1.23,155.91,180
a01-128u.png,-0.66,0.0,11.25,4.2,1.79,147.15,180
m04-100.png,0.06,0.0,12.12,3.82,1.51,155.18,30
g03-016.png,0.0,0.07,28.67,1.06,0.61,198.56,30
c03-087a.png,-0.12,0.0,12.56,5.48,1.89,128.12,0
m04-152.png,-0.11,0.0,4.67,32.43,2.01,123.68,15
e04-086.png,-0.01,4.24,11.33,9.62,2.16,154.66,0
g06-018h.png,0.24,0.0,9.88,4.67,1.82,145.49,180
p02-131.png,0.05,0.0,11.12,4.07,1.54,145.7,0
e02-025.png,0.47,0.0,12.5,3.78,1.51,139.35,-5
g06-050i.png,0.14,1.62,9.25,8.15,1.8,170.34,0
a03-009.png,-0.1,0.0,15.88,4.35,0.9,151.06,45
g06-011m.png,0.18,0.0,11.45,4.82,1.5,165.23,0
h06-082.png,0.55,0.0,10.73,4.64,1.56,126.0,5
n04-060.png,0.33,0.0,18.71,2.1,0.72,158.67,30
h04-028.png,0.3,3.54,13.55,3.28,2.94,190.55,0
a01-122u.png,-0.02,0.0,10.45,5.32,2.22,150.65,180
g06-042k.png,-0.04,0.0,9.75,8.83,2.68,162.77,0
k04-028.png,0.1,2.01,10.43,8.27,2.08,133.07,15
p06-104.png,-0.19,0.0,17.1,2.48,1.54,161.27,30
m06-031.png,0.11,0.0,12.29,6.56,1.24,171.67,-15
a03-040.png,-0.39,0.06,15.71,3.32,1.05,169.87,0
d01-056.png,-0.07,0.0,7.44,6.99,1.49,128.13,0
c06-087.png,-0.15,0.0,14.43,5.95,0.95,145.84,0
g04-032.png,0.41,0.0,11.0,5.11,1.17,150.43,180
r03-050.png,0.18,0.0,10.57,4.45,1.51,148.02,30
l01-173.png,0.48,0.0,13.12,3.38,1.16,126.43,0
g06-026f.png,-0.0,0.0,9.4,5.3,2.12,128.6,0
g04-060.png,0.22,0.0,8.5,5.69,1.57,136.76,-5
d04-125.png,0.17,0.0,12.67,3.42,1.36,160.41,-15
a01-003u.png,-0.25,0.0,12.08,3.55,1.62,165.16,180
j06-018.png,0.43,0.0,10.91,4.59,2.35,136.77,15
a01-003x.png,-0.1,0.0,15.56,2.83,1.39,135.91,15
g06-011i.png,-0.06,0.0,9.78,7.33,1.8,166.48,0
a01-063.png,-0.23,0.0,36.6,0.67,0.61,204.03,45
a01-038.png,-0.27,0.0,13.42,2.9,1.53,138.09,-5
a06-157.png,0.52,0.0,6.75,6.96,2.5,146.12,180
p02-127.png,0.23,0.0,11.17,3.99,0.92,147.75,45
g06-045c.png,0.26,0.0,9.57,5.06,2.35,151.35,0
g06-031h.png,0.33,0.0,11.12,4.24,1.64,143.82,0
g07-003b.png,0.06,0.0,8.22,8.32,1.1,141.83,0
d06-056.png,0.2,0.0,10.0,4.88,1.93,128.05,45
m01-022.png,0.31,0.0,8.4,5.57,1.96,131.61,180
d06-011.png,0.25,0.0,18.1,2.33,1.07,142.83,45
j04-070.png,0.51,0.0,17.0,2.74,1.05,147.78,15
f07-088a.png,-0.17,1.79,10.64,5.38,2.42,142.57,0
g06-045j.png,0.26,0.0,15.12,3.15,1.48,152.39,30
g06-037h.png,0.22,0.0,10.09,5.41,2.41,137.86,0
c04-170.png,0.26,0.0,9.8,4.86,1.24,136.7,180
f04-074.png,0.05,0.0,21.83,1.58,0.69,156.3,180
g01-031.png,0.09,0.0,9.36,5.11,2.66,177.39,30
g06-018c.png,-0.25,0.0,8.14,6.11,3.07,147.15,180
e04-015.png,0.44,0.0,11.33,4.11,1.87,148.7,0
e06-010.png,0.11,0.0,12.5,3.81,1.74,183.13,30
f07-042a.png,-1.07,0.0,8.71,6.74,1.71,128.41,-15
l07-135.png,0.02,0.0,21.67,1.7,0.64,130.11,180
g07-026b.png,0.06,0.0,12.0,5.16,1.68,145.83,0
f04-043.png,0.76,0.0,11.25,4.12,1.55,139.36,-5
g04-077.png,0.01,0.0,9.0,5.24,1.17,136.47,180
h04-074.png,0.84,0.0,16.43,2.66,1.99,161.65,30
g06-031k.png,-0.06,0.0,13.12,6.13,1.45,167.19,180
c03-087e.png,0.02,0.0,13.18,4.11,1.56,135.81,180
h07-084.png,-0.83,0.0,17.11,2.43,1.48,164.81,15
a01-128.png,0.22,0.0,15.67,2.78,0.71,174.82,30
d06-008.png,0.06,0.0,16.5,2.97,1.24,195.6,30
a03-059.png,0.03,0.0,17.31,2.26,1.31,157.85,0
f02-030.png,0.26,0.0,11.0,4.17,1.3,132.72,0
e01-107.png,-0.57,0.08,12.09,4.31,2.33,154.59,0
l04-005.png,-0.01,0.0,15.0,2.99,0.82,140.44,15
g06-018f.png,0.17,0.0,9.0,5.09,1.8,125.37,-30
l01-000.png,-0.28,0.0,29.0,1.11,0.72,139.26,30
a01-091u.png,-0.27,0.0,10.36,5.39,2.51,152.11,180
f04-061.png,-0.09,0.0,12.5,3.49,1.74,154.1,15
c03-084d.png,-0.14,0.0,15.12,4.38,1.11,172.25,30
c03-087c.png,0.46,0.0,15.38,2.96,1.58,126.62,0
g06-026l.png,0.33,0.0,7.4,18.54,1.93,127.81,0
l07-187.png,0.04,0.0,13.56,3.32,1.02,135.18,-15
c03-094e.png,0.26,0.0,16.36,3.04,1.44,135.01,180
a02-017.png,-0.56,0.0,8.12,6.06,1.79,126.76,15
b01-089.png,0.19,0.0,13.1,3.53,1.37,159.94,180
b04-187.png,0.67,0.0,12.0,4.02,1.29,143.72,180
n04-015.png,-0.06,0.89,14.57,2.94,0.85,152.21,180
c06-027.png,0.39,0.69,17.5,3.81,0.96,115.78,-5
g06-031p.png,-0.13,0.0,11.5,6.08,1.35,129.01,0
d04-058.png,0.14,0.0,4.71,11.27,1.66,134.61,180
b01-049.png,-0.16,0.0,5.62,8.93,1.79,119.12,15
g06-045p.png,0.14,0.0,13.83,6.02,0.89,127.85,0
a03-063.png,-0.02,0.0,8.78,7.39,1.22,130.2,0
n06-186.png,-0.06,0.0,7.14,9.42,2.13,135.58,45
j06-026.png,0.1,0.0,11.8,3.97,2.24,137.51,15
b04-075.png,0.07,0.0,9.33,5.0,1.55,138.98,0
m02-048.png,0.56,0.0,9.55,5.2,1.75,131.36,30
g07-003a.png,-0.39,2.47,15.82,3.02,0.93,172.92,0
g03-064.png,-0.18,0.0,5.75,9.11,4.77,136.76,-5
g06-011o.png,0.12,0.0,18.64,2.15,0.83,131.21,45
a01-011x.png,0.16,0.0,16.89,1.35,1.13,149.3,15
k04-110.png,0.49,0.0,12.45,3.78,2.09,140.23,180
b04-128.png,0.27,0.0,12.67,7.59,2.34,166.15,0
g07-000b.png,-0.39,0.0,10.11,6.42,1.54,127.48,15
p03-033.png,0.04,2.62,13.0,9.62,1.17,129.85,0
g06-050a.png,-0.08,0.0,9.75,5.12,1.69,141.69,30
k04-093.png,-0.77,0.0,12.0,6.1,1.06,125.14,0
h07-075a.png,-0.36,0.0,18.0,4.11,1.47,175.9,15
h07-066a.png,0.0,0.0,11.33,7.07,1.03,147.72,-5
r03-030.png,0.0,0.0,9.0,20.0,2.14,126.49,180
a04-099.png,0.14,0.0,10.45,4.59,1.63,140.12,0
g06-026o.png,0.25,0.0,14.88,3.05,1.2,124.82,45
d06-111.png,0.29,0.0,12.17,3.81,1.66,182.71,15
c02-082.png,0.02,0.99,13.09,3.69,2.35,139.22,0
h07-054a.png,-0.53,0.0,11.89,5.56,1.43,148.09,-5
g06-031f.png,0.25,0.0,8.67,5.54,1.65,128.67,-15
b04-040.png,0.39,0.0,15.67,2.74,0.91,184.58,15
f04-083.png,0.47,0.0,10.4,4.51,1.28,166.18,-15
e06-049.png,0.07,0.0,17.9,2.28,1.13,151.03,30
g07-047.png,-0.17,0.0,12.25,3.73,1.19,188.37,180
m06-067.png,0.49,0.82,12.14,4.62,1.32,168.19,-15
b06-036.png,-0.57,0.0,14.62,5.32,0.95,146.61,0
n06-175.png,0.37,0.0,6.14,12.4,2.57,129.91,45
k07-185.png,0.08,0.95,13.62,2.92,2.31,137.11,0
e04-124.png,0.06,0.0,11.33,4.19,1.39,134.68,15
g06-050g.png,0.03,0.0,12.43,3.62,0.97,156.35,30
a04-035.png,0.35,0.0,9.1,5.4,1.71,140.28,15
a06-070.png,0.34,2.14,10.75,6.91,2.22,127.16,180
a05-004.png,-0.07,0.0,9.5,3.68,1.23,131.01,0
c02-012.png,0.05,0.0,12.5,4.54,1.41,128.2,0
h07-013.png,-0.39,1.14,14.0,3.68,1.52,167.04,30
m06-042.png,0.08,0.0,11.8,3.75,1.29,171.26,-15
n04-044.png,-0.02,3.72,14.8,3.26,1.15,134.41,0
h07-030a.png,-0.33,1.45,12.4,4.21,1.78,157.03,30
e01-059.png,0.29,0.31,9.57,8.84,1.73,137.21,0
g01-000.png,0.04,0.0,12.5,3.66,1.91,167.73,0
g03-032.png,0.25,1.14,9.62,5.52,1.57,123.3,30
m03-110.png,0.23,0.0,13.7,3.34,1.52,132.94,0
b06-019.png,0.18,0.0,23.11,1.58,0.82,129.46,-5
l07-190.png,0.64,0.0,12.6,3.29,1.01,135.76,-15
g06-031l.png,0.1,0.0,5.78,13.06,2.14,133.41,0
a01-038x.png,-0.45,0.0,7.67,6.84,1.88,126.88,180
c03-096a.png,0.09,0.0,14.38,5.1,1.62,127.32,0
h07-069.png,0.11,0.0,9.75,8.4,2.83,140.5,0
e01-025.png,0.46,0.0,19.5,2.13,1.08,179.94,15
d04-086.png,0.04,0.0,11.33,3.91,1.14,140.44,0
r02-070.png,0.49,0.0,11.86,3.77,1.01,149.3,30
e07-012.png,-0.08,0.0,8.43,5.14,1.98,142.85,0
n01-052.png,0.0,0.0,32.1,0.64,0.62,184.49,180
a01-014u.png,-0.4,0.0,10.9,5.72,2.45,155.64,180
a05-084.png,-0.01,0.0,8.9,5.51,2.25,138.03,-15
g06-042f.png,0.41,0.0,7.2,6.61,2.27,134.66,-15
a05-116.png,-0.08,0.0,9.4,5.18,1.94,135.45,-15
m01-032.png,-0.28,0.0,12.62,3.62,0.91,138.04,30
f07-032a.png,-0.16,1.24,11.3,4.97,1.63,137.0,-30
b01-004.png,-0.03,0.0,7.71,6.28,3.0,134.83,30
g04-017.png,0.19,0.0,12.14,3.92,0.97,152.25,0
f04-087.png,0.09,0.56,10.75,15.12,1.88,158.63,0
b04-004.png,0.14,0.0,8.64,5.81,1.48,157.86,-15
e07-105.png,-0.15,0.0,9.71,4.84,1.54,157.46,15
a02-090.png,0.24,0.0,14.33,3.14,1.11,164.14,15
c03-003b.png,0.07,0.21,14.5,4.95,0.9,175.76,30
c04-004.png,-0.08,0.0,7.17,6.91,2.34,131.85,0
r06-022.png,0.4,0.0,10.0,8.54,2.02,136.73,0
b05-058.png,0.42,0.0,7.83,14.53,2.06,134.8,0
c03-003a.png,0.15,0.0,13.89,4.7,1.82,126.67,180
f07-101a.png,-0.09,0.0,15.67,6.98,1.18,176.46,-15
r02-146.png,0.12,0.48,12.6,9.71,1.29,136.04,45
g06-045l.png,0.37,0.0,8.67,5.62,1.83,137.91,15
l07-138.png,-0.04,0.0,21.0,3.49,1.2,127.12,0
h02-017.png,0.12,0.0,13.86,3.11,1.35,131.65,30
h02-037.png,-0.23,0.0,6.4,8.73,1.78,139.21,0
c03-021a.png,-0.23,0.0,13.18,3.26,1.61,125.15,0
n04-107.png,0.48,0.0,12.5,3.84,1.82,130.4,15
d06-076.png,-0.21,0.0,12.6,3.68,1.59,182.06,15
b04-147.png,0.42,0.0,11.88,4.18,1.53,148.36,180
j01-063.png,0.03,0.0,15.0,3.0,1.09,184.19,30
e01-029.png,0.04,4.5,8.22,5.99,2.08,159.48,180
l04-113.png,0.34,0.31,9.67,11.45,1.59,136.15,0
n04-031.png,-0.13,0.0,16.29,2.6,0.78,154.22,-5
d04-016.png,-0.21,5.37,4.29,17.1,2.97,136.74,0
g07-071a.png,-0.06,0.0,14.91,3.22,1.71,136.06,0
c04-056.png,0.5,1.78,16.33,3.49,1.45,157.82,30
e01-014.png,0.73,0.0,5.67,19.06,1.69,127.76,0
a01-068u.png,-0.04,0.0,10.0,5.05,2.86,154.67,180
n02-157.png,0.82,0.0,15.56,2.8,1.16,131.48,15
p02-076.png,0.66,0.0,9.91,4.82,1.14,135.67,-15
g06-042a.png,-0.1,0.0,9.29,10.09,1.95,136.95,30
h04-055.png,0.39,11.01,8.62,7.23,2.46,131.51,0
e04-095.png,0.19,0.0,11.0,6.75,1.93,149.08,0
n06-169.png,0.21,0.0,6.2,22.42,2.46,138.09,45
m01-121.png,-0.35,0.0,9.6,6.61,1.99,118.64,0
f01-066.png,0.23,0.0,23.0,1.62,0.72,207.49,15
n03-082.png,0.0,0.91,13.25,5.69,1.62,161.84,0
h01-010.png,-0.1,0.0,12.25,3.84,1.46,168.6,5
a01-026x.png,0.12,0.0,12.4,3.69,1.73,121.72,30
l07-111.png,-0.49,0.0,16.45,2.76,1.74,149.17,15
r03-096.png,0.0,0.0,11.0,4.14,1.57,125.61,180
p06-242.png,0.28,0.0,10.29,4.76,1.68,141.13,15
h05-012.png,0.43,0.0,8.33,5.74,1.78,139.04,30
e06-026.png,0.45,0.0,19.7,2.09,1.22,150.93,30
n04-000.png,0.79,0.0,9.17,5.2,1.27,149.16,0
c03-003c.png,-1.34,0.0,17.25,3.58,2.03,128.72,15
m04-012.png,-0.19,1.05,9.55,5.68,2.24,150.82,0
l07-172.png,0.22,0.0,13.36,3.39,1.06,130.82,-15
f07-084b.png,-0.0,0.0,11.11,4.39,0.99,134.06,180
m04-190.png,0.02,0.0,12.5,3.66,1.37,158.04,15
c04-128.png,0.24,0.0,17.25,2.48,1.01,142.78,180
g07-042.png,-0.19,0.0,13.1,3.48,0.95,191.44,0
l01-065.png,-0.27,0.0,12.75,3.09,1.33,128.87,45
c03-021c.png,-0.28,0.0,15.0,3.6,2.02,126.76,180
p02-105.png,0.05,0.48,12.62,6.21,2.09,135.49,30
b06-064.png,0.22,0.0,12.9,3.54,1.95,150.84,180
f03-169.png,0.34,0.0,12.75,6.5,2.49,172.91,180
d05-030.png,0.72,0.0,13.33,3.45,1.13,159.97,30
l07-131.png,0.27,1.44,22.88,2.63,0.71,126.97,0
n04-092.png,0.42,0.66,12.12,3.91,1.46,134.38,15
a03-071.png,-0.25,0.0,9.75,7.49,2.26,160.19,180
m06-083.png,0.17,0.0,11.86,5.59,1.41,171.85,-15
m01-131.png,0.2,0.0,14.83,2.93,0.84,168.5,180
b02-035.png,-0.4,0.0,10.82,4.45,1.44,140.18,45
d04-111.png,-0.14,0.0,14.17,2.76,1.66,156.89,180
g06-037k.png,0.08,0.0,12.3,3.8,2.7,166.44,0
b06-097.png,0.2,0.0,11.25,4.1,1.46,157.8,30
e07-000.png,0.33,0.0,5.17,10.03,2.39,139.81,180
f01-070.png,0.23,0.0,13.67,3.37,1.08,167.04,45
d06-041.png,0.06,0.0,14.11,2.93,0.77,166.88,45
a06-100.png,0.24,0.0,13.17,3.37,1.01,153.34,30
m04-024.png,0.03,0.0,10.62,4.59,1.73,149.74,15
g06-011h.png,0.37,0.0,10.8,4.43,1.83,142.97,180
n01-009.png,0.61,0.0,12.22,5.61,1.31,129.56,0
a05-094.png,-0.26,0.0,9.17,4.83,1.99,136.13,-45
a04-031.png,0.08,0.0,8.5,5.69,1.98,135.3,15
b01-084.png,0.27,0.0,13.12,3.46,1.3,162.13,180
g06-115.png,-0.01,0.0,4.4,11.55,2.94,134.14,0
r06-090.png,0.37,1.13,7.09,7.5,2.45,126.08,0
g06-011a.png,-0.2,0.0,12.5,3.83,1.47,139.16,30
l01-195.png,-0.11,0.0,9.75,4.9,1.54,131.78,45
k03-117.png,-0.06,1.01,12.89,3.99,1.64,148.11,45
j04-015.png,0.31,0.0,14.56,3.75,1.08,147.01,15
n04-209.png,0.24,0.0,10.86,4.34,1.65,138.08,0
e01-050.png,-0.25,4.85,8.25,9.5,2.43,136.29,0
h07-037.png,-0.05,0.0,13.7,3.31,1.03,133.33,45
d04-071.png,-0.18,0.0,13.43,3.48,1.85,128.31,5
g07-030.png,-0.43,2.89,12.11,5.42,1.45,146.9,0
f02-038.png,-0.01,0.0,3.75,18.8,2.91,123.15,45
h02-040.png,-0.27,0.73,16.5,2.81,1.21,143.4,30
n04-183.png,0.1,0.0,16.43,2.6,0.96,180.76,15
n02-037.png,0.29,0.0,11.44,4.18,2.35,175.74,30
e02-094.png,0.21,0.0,12.4,3.75,2.45,168.87,15
l04-034.png,-0.28,0.0,9.89,4.69,1.75,150.93,30
l04-012.png,0.47,0.0,14.11,4.95,1.5,136.38,0
