Filename,Baseline,TopMargin,LetterSize,LineSpacing,WordSpacing,PenPressure,SlantAngle,EmotionalStability,WillPower,Modesty,PersonalHarmony,Discipline,Concentration,Communicativeness,SocialIsolation,Slant
a01-003x.png,2,1,2,2,2,1,2,1,1,0,1,0,0,0,0,1.0
g06-011i.png,2,1,1,0,2,2,5,1,1,1,0,0,0,0,1,2.0
a01-063.png,2,1,0,1,1,0,4,0,1,0,0,0,1,0,0,1.0
a01-038.png,2,1,2,2,2,1,1,1,1,0,1,0,0,0,0,0.0
a06-157.png,0,1,1,0,0,1,6,0,1,1,0,1,0,1,1,3.0
p02-127.png,0,1,1,0,1,1,4,0,1,1,0,0,0,0,1,1.0
g06-045c.png,0,1,1,0,0,2,5,0,1,1,0,0,0,1,1,2.0
g06-031h.png,0,1,1,0,2,1,5,0,1,1,0,0,0,0,1,2.0
g07-003b.png,2,1,1,0,1,1,5,1,1,1,0,0,0,0,1,2.0
d06-056.png,0,1,1,0,2,1,4,0,1,1,0,0,0,0,1,1.0
m01-022.png,0,1,1,0,2,1,6,0,1,1,0,1,0,0,1,3.0
d06-011.png,0,1,0,2,1,1,4,0,0,0,0,0,0,0,0,1.0
j04-070.png,0,1,2,2,1,1,2,0,1,0,0,0,0,0,0,1.0
f07-088a.png,2,0,1,0,0,1,5,1,1,1,0,0,0,1,1,2.0
g06-045j.png,0,1,2,2,2,2,3,0,1,0,1,0,0,0,0,1.0
g06-037h.png,0,1,1,0,0,1,5,0,1,1,0,0,0,1,1,2.0
c04-170.png,0,1,1,0,2,1,6,0,1,1,0,1,0,0,1,3.0
f04-074.png,2,1,0,1,1,2,6,0,1,0,0,1,1,0,0,3.0
g01-031.png,2,1,1,0,0,2,3,1,1,1,0,0,0,1,1,1.0
g06-018c.png,2,1,1,0,0,1,6,0,1,1,0,1,0,1,1,3.0
e04-015.png,0,1,1,0,2,1,5,0,1,1,0,0,0,0,1,2.0
e06-010.png,2,1,1,0,2,0,3,1,1,1,0,0,0,0,1,1.0
f07-042a.png,1,1,1,0,2,1,1,1,1,1,0,0,0,0,1,0.0
l07-135.png,2,1,0,1,1,1,6,0,0,0,0,1,1,0,0,3.0
g07-026b.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
f04-043.png,0,1,1,0,2,1,1,0,1,1,0,0,0,0,1,0.0
g04-077.png,2,1,1,0,1,1,6,0,1,1,0,1,0,0,1,3.0
h04-074.png,0,1,2,2,2,2,3,0,1,0,1,0,0,0,0,1.0
g06-031k.png,2,1,2,0,2,2,6,0,1,0,0,1,0,0,1,3.0
c03-087e.png,2,1,2,0,2,1,6,0,1,0,0,1,0,0,1,3.0
h07-084.png,1,1,2,2,2,2,2,1,1,0,1,0,0,0,0,1.0
a01-128.png,0,1,2,2,1,2,3,0,1,0,0,0,0,0,0,1.0
d06-008.png,2,1,2,2,2,0,3,1,1,0,1,0,0,0,0,1.0
a03-059.png,2,1,2,2,2,2,5,1,1,0,1,0,0,0,0,2.0
f02-030.png,0,1,1,0,2,1,5,0,1,1,0,0,0,0,1,2.0
e01-107.png,1,1,1,0,0,2,5,1,1,1,0,0,0,1,1,2.0
l04-005.png,2,1,2,2,1,1,2,1,1,0,0,0,0,0,0,1.0
g06-018f.png,2,1,1,0,2,1,0,0,1,1,0,0,0,0,1,0.0
l01-000.png,2,1,0,1,1,1,3,1,0,0,0,0,1,0,0,1.0
a01-091u.png,2,1,1,0,0,2,6,0,1,1,0,1,0,1,1,3.0
f04-061.png,2,1,1,2,2,2,2,1,1,1,1,0,0,0,0,1.0
c03-084d.png,2,1,2,0,1,2,3,1,1,0,0,0,0,0,1,1.0
c03-087c.png,0,1,2,2,2,1,5,0,1,0,1,0,0,0,0,2.0
g06-026l.png,0,1,1,0,2,1,5,0,1,1,0,0,0,0,1,2.0
l07-187.png,2,1,2,2,1,1,1,1,1,0,0,0,0,0,0,0.0
c03-094e.png,0,1,2,2,2,1,6,0,1,0,1,1,0,0,0,3.0
a02-017.png,1,1,1,0,2,1,2,1,1,1,0,0,0,0,1,1.0
b01-089.png,2,1,2,0,2,2,6,0,1,0,0,1,0,0,1,3.0
b04-187.png,0,1,1,0,2,1,6,0,1,1,0,1,0,0,1,3.0
n04-015.png,2,1,2,2,1,2,6,0,1,0,0,1,0,0,0,3.0
c06-027.png,0,1,2,0,1,1,1,0,1,0,0,0,0,0,1,0.0
g06-031p.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
d04-058.png,2,1,1,0,2,1,6,0,1,1,0,1,0,0,1,3.0
b01-049.png,2,1,1,0,2,1,2,1,1,1,0,0,0,0,1,1.0
g06-045p.png,2,1,2,0,1,1,5,1,1,0,0,0,0,0,1,2.0
a03-063.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
n06-186.png,2,1,1,0,0,1,4,0,1,1,0,0,0,1,1,1.0
j06-026.png,2,1,1,0,0,1,2,1,1,1,0,0,0,1,1,1.0
b04-075.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
m02-048.png,0,1,1,0,2,1,3,0,1,1,0,0,0,0,1,1.0
g07-003a.png,1,0,2,2,1,2,5,1,1,1,0,0,0,0,0,2.0
g03-064.png,2,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0.0
g06-011o.png,2,1,0,2,1,1,4,0,0,0,0,0,0,0,0,1.0
a01-011x.png,2,1,2,1,1,1,2,1,1,0,0,0,0,0,0,1.0
k04-110.png,0,1,1,0,0,1,6,0,1,1,0,1,0,1,1,3.0
b04-128.png,0,1,1,0,0,2,5,0,1,1,0,0,0,1,1,2.0
g07-000b.png,1,1,1,0,2,1,2,1,1,1,0,0,0,0,1,1.0
p03-033.png,2,0,2,0,1,1,5,1,1,1,0,0,0,0,1,2.0
g06-050a.png,2,1,1,0,2,1,3,1,1,1,0,0,0,0,1,1.0
k04-093.png,1,1,1,0,1,1,5,1,1,1,0,0,0,0,1,2.0
h07-075a.png,1,1,0,0,2,2,2,1,1,0,0,0,0,0,1,1.0
h07-066a.png,2,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0.0
r03-030.png,2,1,1,0,0,1,6,0,1,1,0,1,0,1,1,3.0
a04-099.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
g06-026o.png,0,1,2,2,2,1,4,0,1,0,1,0,0,0,0,1.0
d06-111.png,0,1,1,0,2,0,2,0,1,1,0,0,0,0,1,1.0
c02-082.png,2,1,2,0,0,1,5,1,1,0,0,0,0,0,1,2.0
h07-054a.png,1,1,1,0,2,1,1,1,1,1,0,0,0,0,1,0.0
g06-031f.png,0,1,1,0,2,1,1,0,1,1,0,0,0,0,1,0.0
b04-040.png,0,1,2,2,1,0,2,0,1,0,0,0,0,0,0,1.0
f04-083.png,0,1,1,0,2,2,1,0,1,1,0,0,0,0,1,0.0
e06-049.png,2,1,2,2,1,2,3,1,1,0,0,0,0,0,0,1.0
g07-047.png,2,1,1,0,1,0,6,0,1,1,0,1,0,0,1,3.0
m06-067.png,0,1,1,0,2,2,1,0,1,1,0,0,0,0,1,0.0
b06-036.png,1,1,2,0,1,1,5,1,1,0,0,0,0,0,1,2.0
n06-175.png,0,1,1,0,0,1,4,0,1,1,0,0,0,1,1,1.0
k07-185.png,2,1,2,2,0,1,5,1,1,0,0,0,0,0,1,2.0
e04-124.png,2,1,1,0,2,1,2,1,1,1,0,0,0,0,1,1.0
g06-050g.png,2,1,1,0,1,2,3,1,1,1,0,0,0,0,1,1.0
a04-035.png,0,1,1,0,2,1,2,0,1,1,0,0,0,0,1,1.0
a06-070.png,0,0,1,0,0,1,6,0,1,1,0,0,0,1,1,3.0
a05-004.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
c02-012.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
h07-013.png,1,1,2,0,2,2,3,1,1,0,0,0,0,0,1,1.0
m06-042.png,2,1,1,0,2,2,1,1,1,1,0,0,0,0,1,0.0
n04-044.png,2,0,2,2,1,1,5,1,1,1,0,0,0,0,0,2.0
h07-030a.png,1,1,1,0,2,2,3,1,1,1,0,0,0,0,1,1.0
e01-059.png,0,1,1,0,2,1,5,0,1,1,0,0,0,0,1,2.0
g01-000.png,2,1,1,0,2,2,5,1,1,1,0,0,0,0,1,2.0
g03-032.png,0,1,1,0,2,1,3,0,1,1,0,0,0,0,1,1.0
m03-110.png,0,1,2,2,2,1,5,0,1,0,1,0,0,0,0,2.0
b06-019.png,2,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0.0
l07-190.png,0,1,1,2,1,1,1,0,1,1,0,0,0,0,0,0.0
g06-031l.png,2,1,1,0,0,1,5,1,1,1,0,0,0,1,1,2.0
a01-038x.png,1,1,1,0,2,1,6,0,1,1,0,1,0,0,1,3.0
c03-096a.png,2,1,2,0,2,1,5,1,1,0,0,0,0,0,1,2.0
h07-069.png,2,1,1,0,0,1,5,1,1,1,0,0,0,1,1,2.0
e01-025.png,0,1,0,2,1,2,2,0,1,0,0,0,0,0,0,1.0
d04-086.png,2,1,1,0,1,1,5,1,1,1,0,0,0,0,1,2.0
r02-070.png,0,1,1,0,1,1,3,0,1,1,0,0,0,0,1,1.0
e07-012.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
n01-052.png,2,1,0,1,1,0,6,0,1,0,0,1,1,0,0,3.0
a01-014u.png,1,1,1,0,0,2,6,0,1,1,0,1,0,1,1,3.0
a05-084.png,2,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0.0
g06-042f.png,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0.0
a05-116.png,2,1,1,0,2,1,1,1,1,1,0,0,0,0,1,0.0
m01-032.png,2,1,1,0,1,1,3,1,1,1,0,0,0,0,1,1.0
f07-032a.png,2,1,1,0,2,1,0,0,1,1,0,0,0,0,1,0.0
b01-004.png,2,1,1,0,0,1,3,1,1,1,0,0,0,1,1,1.0
g04-017.png,2,1,1,0,1,2,5,1,1,1,0,0,0,0,1,2.0
f04-087.png,2,1,1,0,2,2,5,1,1,1,0,0,0,0,1,2.0
b04-004.png,2,1,1,0,2,2,1,1,1,1,0,0,0,0,1,0.0
e07-105.png,2,1,1,0,2,2,2,1,1,1,0,0,0,0,1,1.0
a02-090.png,0,1,2,2,1,2,2,0,1,0,0,0,0,0,0,1.0
c03-003b.png,2,1,2,0,1,2,3,1,1,0,0,0,0,0,1,1.0
c04-004.png,2,1,1,0,0,1,5,1,1,1,0,0,0,1,1,2.0
r06-022.png,0,1,1,0,0,1,5,0,1,1,0,0,0,1,1,2.0
b05-058.png,0,1,1,0,0,1,5,0,1,1,0,0,0,1,1,2.0
c03-003a.png,2,1,2,0,2,1,6,0,1,0,0,1,0,0,1,3.0
f07-101a.png,2,1,2,0,1,2,1,1,1,0,0,0,0,0,1,0.0
r02-146.png,2,1,1,0,2,1,4,0,1,1,0,0,0,0,1,1.0
g06-045l.png,0,1,1,0,2,1,2,0,1,1,0,0,0,0,1,1.0
l07-138.png,2,1,0,2,2,1,5,1,0,0,1,0,0,0,0,2.0
h02-017.png,2,1,2,2,2,1,3,1,1,0,1,0,0,0,0,1.0
h02-037.png,2,1,1,0,2,1,5,1,1,1,0,0,0,0,1,2.0
c03-021a.png,2,1,2,2,2,1,5,1,1,0,1,0,0,0,0,2.0
n04-107.png,0,1,1,0,2,1,2,0,1,1,0,0,0,0,1,1.0
